tre200h0;gls;str.diffus;ground_temp
12.5;32;31;5
12.1;3;2;5
13.0;2;1;5
10.6;3;2;5
10.9;2;1;5
11.1;2;1;5
11.5;2;1;5
10.8;3;2;5
9.7;3;1;5
8.9;3;1;5
8.4;3;1;5
7.4;3;2;5
7.3;3;1;5
6.8;3;1;5
6.2;18;15;5
6.3;127;62;5
6.8;297;80;5
7.2;437;107;5
7.6;532;142;5
8.2;577;157;5
8.4;547;130;5
8.1;492;137;5
7.8;354;119;5
7.3;174;84;5
6.9;40;36;5
6.6;6;4;5
6.4;2;1;5
6.2;2;1;5
6.0;3;1;5
5.6;2;1;5
5.5;2;1;5
5.3;3;1;5
5.1;3;1;5
5.0;3;1;5
5.0;3;1;5
4.8;3;1;5
4.5;3;1;5
4.4;3;1;5
4.3;12;11;5
4.6;73;72;5
5.3;167;166;5
6.2;322;294;5
6.8;569;224;5
6.9;585;128;5
7.0;566;107;5
7.3;509;113;5
7.8;388;100;5
7.9;236;77;5
8.1;77;41;5
7.1;7;5;5
6.1;3;1;5
5.4;3;1;5
5.1;2;1;5
4.7;3;1;5
3.8;3;1;5
3.5;3;1;5
3.4;3;1;5
3.0;3;1;5
2.7;3;1;5
2.5;3;1;5
2.5;3;1;5
2.1;3;1;5
2.1;20;18;5
3.4;101;84;5
4.6;326;124;5
5.0;450;132;5
5.5;542;131;5
6.4;595;130;5
7.2;577;111;5
7.7;516;119;5
8.5;392;102;5
8.8;238;80;5
8.4;81;43;5
8.0;7;5;5
7.8;2;1;5
7.1;2;1;5
6.5;3;1;5
6.3;3;1;5
5.8;3;1;5
5.7;2;1;5
5.2;3;1;5
4.6;3;1;5
4.3;3;1;5
4.0;3;1;5
3.5;3;1;5
3.5;3;1;5
3.5;33;23;5
4.8;158;69;5
5.7;324;87;5
6.7;457;110;5
7.6;549;147;5
8.2;590;156;5
9.2;589;126;5
9.2;465;182;5
10.1;416;175;5
9.5;107;93;5
9.4;59;56;5
8.8;5;4;5
8.8;2;1;5
8.8;2;1;5
8.8;3;1;5
8.5;3;1;5
7.9;3;1;5
7.6;2;1;5
7.5;2;1;5
7.2;3;1;5
7.0;3;1;5
6.6;3;1;5
6.5;3;1;5
6.0;3;1;5
6.0;15;14;5
6.5;68;67;5
7.0;136;135;5
7.1;179;179;5
7.3;204;203;5
7.6;209;208;5
7.5;201;201;5
7.9;184;183;5
7.8;172;172;5
8.2;117;117;5
8.0;49;48;5
7.8;5;4;5
8.0;2;1;5
7.7;3;1;5
7.6;2;1;5
7.4;2;1;5
7.4;2;1;5
7.1;3;1;5
7.1;3;1;5
6.7;3;1;5
6.8;2;1;5
6.5;3;1;5
6.5;2;1;5
6.8;3;1;5
6.8;14;12;5
7.3;116;107;5
8.3;203;184;5
9.0;283;247;5
10.3;477;327;5
10.1;401;292;5
11.2;352;285;5
12.5;423;274;5
12.0;249;221;5
12.6;160;139;5
12.3;65;59;5
11.6;10;8;5
10.9;2;1;5
10.8;2;1;5
10.4;3;1;5
9.9;2;1;5
9.5;3;1;5
8.7;3;1;5
8.2;3;1;5
8.7;2;1;5
8.4;3;1;5
8.2;2;1;5
8.4;2;1;5
8.4;3;1;5
8.1;10;9;5
7.6;27;26;5
8.0;82;80;5
8.8;130;127;5
10.2;411;296;5
10.8;619;292;5
10.5;293;265;5
10.4;188;178;5
9.0;148;144;5
8.6;137;120;5
7.5;56;47;5
6.7;8;6;5
5.7;3;1;5
5.3;3;1;5
5.0;3;1;5
4.4;3;1;5
4.0;3;1;5
3.8;3;1;5
3.5;3;1;5
3.4;3;1;5
3.4;3;1;5
3.3;3;1;5
3.1;3;1;5
3.0;3;1;5
2.7;10;9;5
2.9;43;41;5
3.4;89;89;5
4.3;141;140;5
4.9;332;322;5
5.4;423;411;5
6.3;380;348;5
7.0;452;336;5
7.4;453;183;5
7.2;226;100;5
6.2;68;60;5
5.5;7;6;5
4.9;3;1;5
4.3;3;1;5
3.7;3;1;5
3.5;3;1;5
3.4;3;1;5
3.6;2;1;5
3.6;3;2;5
3.1;3;1;5
3.2;3;2;5
3.4;2;1;5
3.8;2;1;5
4.0;3;1;5
4.1;15;14;5
4.5;63;61;5
4.7;108;104;5
5.0;167;163;5
5.9;466;241;5
7.0;625;174;5
8.0;572;186;5
8.7;337;255;5
8.7;227;190;5
9.1;77;75;5
8.3;29;28;5
7.6;4;3;5
7.8;2;1;5
7.7;2;1;5
7.4;3;1;5
7.3;2;1;5
7.2;3;1;5
6.7;2;1;5
6.6;2;1;5
6.3;2;1;5
6.1;2;1;5
6.0;2;1;5
6.1;3;1;5
6.1;3;1;5
6.3;16;15;5
6.6;34;33;5
7.1;83;82;5
7.7;199;195;5
7.9;389;253;5
8.7;615;230;5
9.9;628;144;5
10.9;583;143;5
11.8;430;138;5
11.5;265;95;5
11.0;130;77;5
9.6;13;11;5
8.2;3;1;5
7.4;3;1;5
6.7;3;1;5
6.2;3;1;5
5.8;3;1;5
5.6;3;2;5
4.8;3;1;5
4.3;3;1;5
4.0;3;1;5
4.0;3;1;5
3.9;2;1;5
3.9;3;2;5
3.7;61;51;5
4.6;177;112;5
5.1;331;171;5
5.5;361;218;5
6.0;532;209;5
6.7;604;325;5
7.0;356;340;5
7.9;298;283;5
8.4;275;254;5
8.8;228;182;5
8.7;79;66;5
8.2;18;15;5
7.0;3;2;5
6.1;3;2;5
5.2;3;1;5
4.7;3;1;5
4.3;3;1;5
4.0;3;1;5
4.2;3;1;5
3.2;3;2;5
2.4;3;2;5
2.3;3;1;5
2.0;3;1;5
2.0;4;3;5
2.2;36;27;5
3.9;196;69;5
4.7;317;97;5
5.2;522;104;5
5.8;617;141;5
6.8;663;148;5
7.4;633;102;5
8.0;573;106;5
8.7;448;114;5
9.3;289;151;5
8.3;85;63;5
8.1;11;10;5
7.3;2;1;5
7.5;3;1;5
7.7;2;1;5
8.2;2;1;5
8.0;2;1;5
7.9;2;1;5
8.4;2;1;5
8.5;2;1;5
8.5;2;1;5
8.6;2;1;5
8.6;2;1;5
8.7;2;1;5
9.2;8;7;5
9.5;75;73;5
9.8;118;117;5
10.0;75;74;5
10.2;154;151;5
11.1;87;85;5
11.4;83;81;5
11.8;64;62;5
12.4;38;36;5
12.6;31;29;5
13.1;21;19;5
11.4;4;3;5
9.9;2;1;5
9.5;2;1;5
9.5;2;1;5
9.0;2;1;5
8.9;2;1;5
9.0;2;1;5
8.6;3;2;5
7.8;2;1;5
6.8;3;1;5
6.3;2;1;5
6.2;2;1;5
5.7;4;3;5
5.7;46;34;5
7.1;240;78;5
7.0;173;150;5
8.3;507;94;5
9.4;642;122;5
10.0;685;91;5
10.4;669;91;5
10.2;550;144;5
10.7;449;184;5
10.3;264;141;5
9.9;114;81;5
8.9;13;11;5
8.4;2;1;5
8.3;2;1;5
8.1;2;1;5
8.0;2;1;5
8.0;2;1;5
7.6;3;1;5
7.3;2;1;5
7.2;3;1;5
7.5;2;1;5
7.4;3;1;5
7.3;2;1;5
6.6;5;3;5
7.0;46;44;5
8.4;208;144;5
9.5;334;218;5
9.7;204;196;5
9.9;226;216;5
10.5;144;140;5
10.8;101;98;5
10.9;85;82;5
11.1;123;118;5
10.9;66;65;5
9.6;19;18;5
6.8;4;3;5
6.0;2;1;5
6.2;2;1;5
6.8;2;1;5
7.8;2;1;5
7.9;2;1;5
7.6;3;2;5
5.0;3;2;5
4.8;3;1;5
5.0;2;1;5
4.8;3;1;5
4.7;2;1;5
2.4;4;3;5
1.6;16;15;5
2.2;119;105;5
3.5;137;134;5
4.5;200;165;5
4.8;348;271;5
4.5;149;147;5
5.0;95;88;5
5.3;111;109;5
5.5;91;83;5
5.4;119;109;5
5.8;75;62;5
5.9;9;8;5
4.0;4;2;5
3.4;2;1;5
4.1;2;1;5
4.4;3;1;5
4.1;3;1;5
3.7;3;1;5
4.0;2;1;5
4.2;3;1;5
3.5;3;2;5
3.2;2;1;5
3.5;3;1;5
3.8;3;1;5
3.9;9;8;5
3.7;15;13;5
3.4;48;47;5
3.5;64;63;5
3.4;77;76;5
3.3;84;83;5
3.4;91;90;5
4.0;65;64;5
4.1;18;16;5
4.5;39;37;5
4.6;60;58;5
4.7;7;6;5
4.0;3;1;5
3.0;2;1;5
3.3;2;1;5
3.5;3;1;5
3.7;3;1;5
3.1;2;1;5
3.2;2;1;5
3.3;2;1;5
3.2;3;1;5
3.0;3;1;5
2.4;3;1;5
2.6;3;1;5
3.0;28;26;5
3.6;83;80;5
4.1;122;119;5
4.7;281;254;5
5.3;363;321;5
5.1;231;217;5
6.0;555;282;5
5.5;146;143;5
5.9;243;227;5
5.9;169;163;5
5.8;77;75;5
5.5;15;13;5
5.1;3;2;5
4.3;3;2;5
3.4;3;1;5
2.9;3;1;5
2.3;3;1;5
1.9;2;1;5
1.8;2;1;5
1.6;2;1;5
1.4;2;1;5
1.5;2;1;5
1.8;2;1;5
2.2;3;2;5
2.5;11;9;5
3.1;57;56;5
3.4;99;98;5
3.4;96;95;5
3.4;99;98;5
4.4;284;279;5
4.6;218;211;5
4.3;106;104;5
6.3;340;155;5
6.0;154;130;5
6.0;72;63;5
5.4;16;15;5
4.0;3;2;5
3.4;2;1;5
3.7;3;1;5
3.3;2;1;5
3.1;3;1;5
3.0;2;1;5
2.7;3;2;5
2.7;2;1;5
2.4;3;1;5
2.2;2;1;5
1.9;3;1;5
1.8;4;3;5
1.8;51;47;5
2.0;150;144;5
2.3;315;196;5
3.5;455;295;5
4.5;707;162;5
5.5;737;111;5
5.1;341;177;5
5.3;380;165;5
5.5;443;218;5
5.0;197;158;5
4.8;144;78;5
3.7;31;21;5
2.5;3;2;5
2.0;3;1;5
2.0;2;1;5
1.6;3;1;5
1.5;2;1;5
1.6;3;1;5
1.6;3;1;5
1.6;3;1;5
1.2;3;1;5
0.9;3;1;5
0.6;3;1;5
0.1;6;5;5
0.7;85;27;5
1.7;280;51;5
3.2;455;59;5
4.7;590;68;5
5.8;680;86;5
6.7;728;88;5
7.0;716;88;5
7.3;643;104;5
7.4;518;92;5
7.0;318;65;5
6.5;138;40;5
4.7;24;16;5
3.3;3;2;5
2.6;3;1;5
2.2;3;1;5
2.1;2;1;5
1.7;3;1;5
1.5;3;1;5
1.7;2;1;5
1.4;3;1;5
1.0;3;1;5
0.8;3;1;5
0.6;3;1;5
0.2;6;5;5
0.0;88;28;5
0.7;290;52;5
1.8;467;62;5
2.8;605;69;5
4.1;662;88;5
4.9;719;94;5
5.1;718;75;5
5.4;647;83;5
5.3;514;72;5
5.0;353;57;5
4.4;165;39;5
3.4;28;16;5
2.4;3;2;5
1.9;3;1;5
1.5;3;1;5
1.1;3;1;5
0.7;3;1;5
0.5;3;1;5
1.0;2;1;5
1.2;3;1;5
1.2;3;1;5
0.9;3;1;5
0.3;3;1;5
-0.2;6;5;5
0.2;95;28;5
1.8;296;51;5
3.3;463;52;5
4.9;596;58;5
6.1;687;69;5
7.0;764;372;5
7.8;745;237;5
8.3;680;331;5
7.8;350;174;5
7.1;215;146;5
6.5;132;71;5
5.7;33;26;5
4.9;3;1;5
4.5;3;1;5
4.0;3;1;5
4.1;3;1;5
4.1;2;1;5
4.2;2;1;5
4.5;2;1;5
4.5;3;1;5
4.4;2;1;5
3.9;3;2;5
3.6;3;1;5
3.5;10;8;5
3.7;99;44;5
4.6;297;95;5
5.4;444;138;5
6.2;575;148;5
7.2;677;158;5
7.7;717;128;5
8.1;710;108;5
8.0;644;113;5
8.1;509;101;5
7.8;350;81;5
6.9;134;52;5
5.7;24;18;5
4.8;3;2;5
4.1;3;1;5
3.5;3;1;5
3.1;3;1;5
2.8;3;1;5
2.7;3;1;5
2.4;3;1;5
1.9;3;1;5
1.3;3;1;5
1.3;3;1;5
1.3;3;1;5
1.4;14;13;5
2.1;132;68;5
3.5;295;65;5
4.8;464;69;5
4.7;596;79;5
5.3;691;91;5
6.6;734;97;5
7.4;719;84;5
8.5;641;89;5
9.5;513;80;5
10.0;356;64;5
10.2;176;51;5
9.8;43;30;5
8.9;3;2;5
7.9;3;2;5
6.8;3;2;5
6.2;3;1;5
5.6;3;1;5
5.3;3;1;5
4.8;3;1;5
4.2;3;1;5
4.1;3;1;5
3.5;3;2;5
3.0;3;1;5
3.1;8;7;5
4.2;109;32;5
5.8;302;55;5
6.5;470;64;5
7.2;600;76;5
8.1;691;89;5
9.5;729;94;5
10.4;716;83;5
11.1;639;89;5
12.0;513;80;5
12.5;359;63;5
11.4;176;45;5
10.2;33;19;5
9.9;2;1;5
9.4;3;1;5
8.9;3;1;5
8.3;3;1;5
7.7;3;1;5
7.0;3;1;5
6.5;3;1;5
6.7;3;1;5
5.9;3;1;5
5.8;2;1;5
5.2;3;1;5
4.8;16;14;5
6.1;125;71;5
7.6;295;106;5
7.9;431;176;5
8.8;561;194;5
10.0;720;173;5
10.8;706;129;5
12.8;741;109;5
13.6;628;213;5
14.5;431;114;5
14.0;315;129;5
14.2;181;65;5
13.8;38;25;5
12.2;3;2;5
11.3;3;1;5
10.0;3;1;5
9.2;3;1;5
8.5;3;1;5
7.8;3;1;5
7.4;3;1;5
7.0;3;1;5
6.2;3;2;5
5.8;3;1;5
5.7;2;1;5
5.1;12;10;5
6.4;122;42;5
7.9;306;84;5
8.4;428;125;5
9.1;594;163;5
10.4;594;323;5
11.2;533;358;5
12.9;578;281;5
14.2;578;200;5
14.4;441;273;5
15.0;309;212;5
15.3;138;114;5
14.6;23;22;5
14.0;3;1;5
14.3;2;1;5
12.6;4;2;5
11.9;2;1;5
11.8;2;1;5
10.3;4;2;5
9.2;2;1;5
9.4;2;1;5
9.2;2;1;5
7.9;3;1;5
7.9;2;1;5
7.7;8;6;5
7.4;52;49;5
7.5;127;122;5
7.9;170;122;5
9.0;639;92;5
9.8;729;87;5
10.5;788;115;5
10.8;540;286;5
10.0;323;305;5
10.5;539;164;5
10.4;387;69;5
10.1;183;49;5
9.6;40;27;5
8.6;3;2;5
7.6;3;1;5
7.2;2;1;5
6.8;3;1;5
6.8;2;1;5
7.1;3;1;5
5.8;3;2;5
4.5;3;2;5
4.5;2;1;5
4.0;3;1;5
3.6;3;1;5
3.4;14;10;5
4.7;142;36;5
6.0;331;54;5
6.6;498;65;5
7.4;631;89;5
8.2;728;86;5
9.0;767;91;5
10.2;753;86;5
11.5;675;84;5
11.7;544;85;5
13.0;381;68;5
11.9;193;50;5
11.8;47;29;5
10.3;3;2;5
9.8;3;1;5
9.4;2;1;5
9.2;2;1;5
8.4;3;1;5
8.2;3;1;5
8.1;2;1;5
7.6;2;1;5
7.6;2;1;5
7.2;3;1;5
6.3;3;2;5
6.3;18;14;5
7.5;146;43;5
8.6;334;66;5
9.6;507;94;5
10.4;601;122;5
10.9;685;149;5
12.7;754;140;5
13.4;740;126;5
14.4;663;125;5
15.6;535;107;5
15.4;380;82;5
14.9;200;65;5
14.1;49;30;5
13.3;3;2;5
13.2;2;1;5
12.6;2;1;5
11.8;3;1;5
11.1;2;1;5
10.2;3;1;5
10.1;3;1;5
9.8;2;1;5
9.1;3;1;5
8.7;3;1;5
8.5;3;1;5
8.3;18;12;5
9.3;147;39;5
10.3;332;59;5
11.0;498;69;5
11.8;630;78;5
13.2;723;93;5
14.2;759;92;5
15.3;743;89;5
16.1;659;93;5
16.9;533;87;5
17.5;372;69;5
17.1;192;52;5
16.0;45;26;5
15.8;3;2;5
15.0;3;1;5
14.3;2;1;5
13.7;3;1;5
12.6;3;1;5
12.1;2;1;5
12.0;2;1;5
11.0;2;1;5
10.9;2;1;5
10.5;2;1;5
10.1;3;1;5
9.8;21;14;5
11.1;150;43;5
12.4;335;64;5
12.6;498;75;5
13.5;631;84;5
14.8;723;98;5
16.0;759;95;5
17.4;748;89;5
18.1;661;96;5
18.9;535;96;5
19.7;378;85;5
19.0;181;70;5
17.2;46;30;5
16.6;3;2;5
15.9;2;1;5
15.3;2;1;5
14.6;2;1;5
13.7;2;1;5
13.5;2;1;5
13.3;2;1;5
12.4;3;1;5
11.6;3;1;5
11.8;2;1;5
11.4;3;2;5
11.1;22;15;5
12.0;153;45;5
13.1;333;67;5
14.0;498;76;5
14.7;629;86;5
15.8;716;102;5
16.7;751;99;5
17.3;747;110;5
18.6;651;122;5
19.6;522;122;5
19.9;359;141;5
20.0;194;78;5
18.8;60;45;5
17.1;4;3;5
17.1;2;1;5
16.6;2;1;5
16.5;3;1;5
14.8;3;2;5
14.1;2;1;5
13.9;2;1;5
13.6;2;1;5
12.6;3;1;5
12.3;2;1;5
11.9;3;2;5
11.1;28;24;5
12.2;145;87;5
13.1;321;142;5
13.7;480;160;5
14.6;612;182;5
15.8;716;222;5
16.7;747;217;5
18.2;736;192;5
19.4;695;209;5
20.0;616;238;5
21.4;381;203;5
20.6;217;102;5
18.7;55;42;5
16.6;4;3;5
15.0;3;2;5
13.7;3;1;5
12.7;2;1;5
12.0;2;1;5
11.0;3;2;5
9.8;3;1;5
8.9;3;1;5
8.0;3;1;5
7.3;3;1;5
6.6;3;2;5
5.9;28;18;5
6.0;182;53;5
6.9;367;87;5
7.4;460;134;5
7.9;576;159;5
8.8;748;141;5
9.4;796;109;5
10.6;790;97;5
11.2;713;91;5
11.1;584;88;5
10.9;422;68;5
10.3;227;51;5
9.1;55;27;5
7.8;4;2;5
7.0;3;1;5
6.5;3;1;5
6.0;3;1;5
5.6;3;1;5
5.2;2;1;5
4.7;3;1;5
4.3;3;1;5
4.0;2;1;5
3.5;3;1;5
3.2;3;1;5
3.1;30;16;5
4.3;183;42;5
5.9;375;59;5
7.3;542;71;5
7.1;672;78;5
7.7;758;92;5
9.1;791;86;5
12.4;777;80;5
13.3;698;81;5
14.5;575;78;5
14.5;414;63;5
14.0;227;49;5
13.1;61;29;5
11.4;4;3;5
10.4;2;1;5
9.6;3;1;5
9.0;3;1;5
7.9;3;2;5
7.2;3;1;5
6.2;3;2;5
5.5;3;1;5
5.1;3;1;5
4.8;3;1;5
4.9;3;1;5
4.6;37;29;5
5.9;140;94;5
7.4;387;164;5
8.1;465;206;5
9.4;620;209;5
11.2;730;246;5
12.4;671;402;5
14.0;587;386;5
14.9;496;342;5
14.4;249;234;5
14.5;269;177;5
14.3;110;103;5
13.6;14;12;5
12.3;3;2;5
8.9;4;2;5
7.9;3;1;5
6.1;4;2;5
4.5;3;1;5
3.7;3;2;5
2.6;3;2;5
2.1;3;2;5
0.6;3;2;5
0.2;3;1;5
0.2;3;1;5
0.0;22;20;5
0.4;161;80;5
1.6;417;64;5
2.4;590;67;5
3.7;727;74;5
4.7;822;96;5
4.9;527;235;5
4.9;538;287;5
5.1;529;259;5
4.9;287;164;5
5.3;387;107;5
4.5;256;70;5
2.7;70;35;5
2.4;4;2;5
2.1;3;2;5
1.3;3;1;5
1.8;3;1;5
1.8;3;1;5
1.9;2;1;5
1.2;4;2;5
-0.7;3;1;5
-0.4;2;1;5
-0.5;3;1;5
-0.8;3;1;5
-0.8;24;22;5
-0.7;131;113;5
0.0;234;119;5
0.8;338;236;5
1.4;407;228;5
2.5;916;284;5
3.0;869;298;5
3.6;830;235;5
4.4;777;245;5
5.1;639;216;5
4.9;426;233;5
4.8;260;91;5
4.5;71;29;5
3.3;5;4;5
2.1;3;2;5
1.7;3;1;5
1.2;3;1;5
0.9;3;1;5
0.6;3;1;5
0.4;3;1;5
0.1;3;1;5
-0.1;3;1;5
-0.2;3;1;5
-0.4;3;2;5
-0.2;43;18;5
1.8;216;40;5
3.5;411;55;5
4.2;584;68;5
4.9;717;75;5
5.5;803;85;5
6.7;841;79;5
8.0;827;77;5
9.4;753;73;5
10.2;623;74;5
10.9;453;61;5
11.3;258;50;5
10.0;75;31;5
8.6;4;3;5
7.3;3;2;5
7.0;3;1;5
6.5;3;1;5
6.3;3;1;5
5.7;3;2;5
5.5;2;1;5
5.0;3;2;5
4.9;2;1;5
4.9;3;1;5
5.7;3;2;5
5.8;43;40;5
7.1;148;134;5
7.4;233;216;5
8.1;428;284;5
9.4;710;176;5
10.8;767;155;5
12.0;821;104;5
13.1;743;220;5
13.8;695;273;5
15.0;458;276;5
14.3;172;168;5
13.8;79;77;5
13.1;23;22;5
12.7;3;2;5
11.7;3;1;5
11.1;2;1;5
11.1;2;1;5
10.8;2;1;5
10.4;3;1;5
9.9;2;1;5
9.8;3;1;5
8.0;4;2;5
6.9;3;1;5
7.0;3;1;5
6.8;27;25;5
8.0;121;118;5
9.4;237;232;5
9.6;318;267;5
10.6;451;400;5
11.0;474;456;5
11.3;263;260;5
11.8;326;312;5
12.5;454;388;5
12.6;293;285;5
12.8;242;214;5
12.5;153;142;5
12.4;43;42;5
11.5;5;3;5
11.2;2;1;5
11.4;2;1;5
10.9;2;1;5
11.2;2;1;5
10.8;2;1;5
10.3;3;1;5
9.9;3;1;5
9.4;3;1;5
9.1;2;1;5
8.7;3;2;5
9.0;48;41;5
10.0;161;62;5
10.9;390;65;5
11.6;488;82;5
13.3;689;88;5
14.1;720;202;5
15.5;746;242;5
15.7;485;300;5
14.7;199;194;5
14.0;142;138;5
13.1;47;45;5
12.5;15;14;5
11.5;9;7;5
10.8;3;1;5
10.0;3;1;5
8.6;3;2;5
7.5;3;2;5
6.4;2;1;5
5.5;2;1;5
5.0;3;1;5
3.8;3;2;5
2.6;3;2;5
2.8;2;1;5
2.9;3;1;5
2.8;10;9;5
2.9;43;42;5
3.3;115;114;5
4.1;290;278;5
4.6;371;347;5
5.6;492;384;5
5.5;287;254;5
5.1;185;180;5
6.1;410;368;5
6.9;549;265;5
7.3;457;124;5
7.4;283;79;5
6.5;91;43;5
5.2;9;7;5
4.1;3;1;5
3.7;3;1;5
3.2;3;1;5
2.9;3;1;5
2.8;3;1;5
2.5;3;1;5
2.5;2;1;5
2.0;3;1;5
2.0;3;1;5
1.8;4;3;5
1.8;60;27;5
3.5;244;46;5
4.6;437;58;5
5.9;603;77;5
7.3;735;85;5
8.3;803;123;5
8.9;809;255;5
8.2;482;282;5
8.5;540;249;5
8.5;455;183;5
8.4;351;137;5
8.2;267;70;5
6.9;89;39;5
5.4;7;5;5
4.6;3;1;5
3.8;3;1;5
3.4;3;1;5
3.1;3;1;5
2.7;3;1;5
2.2;3;1;5
1.8;3;1;5
1.8;3;1;5
1.3;3;1;5
1.3;4;3;5
1.4;59;25;5
2.4;247;53;5
4.0;439;67;5
5.5;611;90;5
6.2;778;136;5
6.7;682;178;5
8.3;660;175;5
9.0;672;183;5
8.8;480;272;5
9.0;398;236;5
9.3;459;106;5
8.9;252;65;5
8.1;90;37;5
6.6;7;6;5
5.5;3;1;5
4.6;3;1;5
4.0;3;1;5
3.5;3;1;5
3.0;3;1;5
2.6;3;1;5
2.2;3;1;5
1.9;3;1;5
1.6;3;1;5
1.3;5;3;5
1.3;62;31;5
2.4;248;61;5
3.8;437;79;5
5.1;603;99;5
6.8;746;117;5
7.9;837;151;5
8.7;911;167;5
9.2;823;161;5
9.0;541;262;5
8.8;434;202;5
8.8;342;145;5
7.9;144;105;5
7.4;89;53;5
6.2;8;7;5
5.7;3;1;5
4.9;3;1;5
4.2;3;1;5
3.9;3;1;5
3.6;3;1;5
3.3;3;1;5
2.9;3;1;5
2.8;3;1;5
2.4;3;1;5
2.0;6;4;5
1.7;75;57;5
2.7;267;94;5
4.3;437;86;5
5.6;603;102;5
6.8;677;134;5
6.8;797;160;5
8.6;781;141;5
10.0;790;136;5
10.6;753;125;5
10.9;631;110;5
10.7;493;120;5
10.2;330;132;5
9.2;101;48;5
7.9;9;7;5
6.8;3;2;5
5.7;3;1;5
5.0;3;1;5
4.5;3;1;5
3.9;3;1;5
3.2;3;1;5
2.8;3;1;5
2.4;3;1;5
2.0;3;1;5
1.5;6;5;5
1.7;67;38;5
2.8;247;80;5
4.3;444;97;5
6.0;608;113;5
6.5;630;129;5
8.2;789;144;5
9.6;759;155;5
10.4;546;157;5
11.3;766;156;5
11.5;628;116;5
11.4;467;84;5
11.0;277;69;5
9.7;96;44;5
8.4;9;7;5
7.7;3;1;5
7.1;3;1;5
6.7;3;1;5
6.3;3;1;5
5.9;3;1;5
5.6;3;1;5
5.2;2;1;5
5.1;2;1;5
5.1;2;1;5
5.2;6;5;5
4.9;38;37;5
5.4;115;112;5
6.3;193;170;5
7.3;316;281;5
8.6;601;266;5
9.7;584;292;5
9.5;349;268;5
10.1;224;211;5
10.3;317;246;5
10.1;281;213;5
10.3;216;164;5
10.2;96;93;5
9.4;67;56;5
8.6;11;10;5
7.9;3;1;5
7.1;3;2;5
7.0;2;1;5
6.4;3;1;5
6.0;3;1;5
5.4;3;1;5
4.9;3;1;5
4.6;2;1;5
4.6;2;1;5
4.0;5;4;5
3.8;77;32;5
5.4;261;68;5
6.3;341;107;5
6.8;602;130;5
7.6;676;130;5
9.0;861;175;5
10.1;879;189;5
10.9;769;224;5
12.1;769;235;5
12.7;459;302;5
13.2;304;207;5
13.9;276;128;5
12.7;51;44;5
11.7;8;7;5
10.9;3;2;5
9.8;3;1;5
9.4;3;1;5
8.9;2;1;5
7.9;3;2;5
7.3;3;2;5
6.2;3;2;5
5.8;2;1;5
5.4;3;1;5
5.0;6;5;5
5.3;79;29;5
7.1;264;56;5
7.6;445;71;5
8.5;611;87;5
9.4;738;99;5
10.6;824;113;5
11.6;857;114;5
13.0;874;149;5
13.6;798;154;5
14.7;657;117;5
15.3;503;100;5
15.4;297;79;5
15.1;106;48;5
13.8;8;7;5
12.0;3;2;5
11.9;2;1;5
10.9;3;1;5
9.8;3;2;5
9.0;2;1;5
8.8;2;1;5
8.0;3;2;5
7.5;3;1;5
7.1;3;1;5
7.1;11;10;5
7.9;97;80;5
8.8;155;148;5
9.3;224;203;5
10.2;372;311;5
11.4;539;353;5
12.4;789;304;5
13.2;829;226;5
13.0;725;330;5
13.2;499;334;5
13.4;323;307;5
13.6;168;163;5
13.0;112;105;5
13.1;122;82;5
12.1;10;9;5
11.1;3;2;5
9.9;3;2;5
9.1;3;1;5
8.6;3;1;5
8.2;3;1;5
8.2;2;1;5
7.4;3;1;5
6.9;3;1;5
6.6;3;1;5
6.7;7;6;5
7.2;84;32;5
8.7;268;61;5
9.3;447;78;5
10.1;608;97;5
11.6;742;109;5
12.4;831;123;5
13.8;784;120;5
15.7;722;163;5
17.6;615;153;5
19.0;649;130;5
18.8;477;89;5
18.2;294;68;5
17.3;109;41;5
15.6;11;9;5
14.5;2;1;5
13.4;3;1;5
12.6;2;1;5
12.1;2;1;5
11.9;2;1;5
11.4;3;1;5
10.2;3;2;5
9.1;3;1;5
8.3;3;2;5
7.9;7;6;5
8.2;89;31;5
9.1;279;57;5
10.0;462;73;5
10.1;625;92;5
11.0;759;100;5
12.2;843;109;5
13.5;866;98;5
15.3;850;99;5
16.1;776;104;5
17.2;642;95;5
18.8;485;77;5
19.4;300;66;5
18.4;117;44;5
16.9;14;11;5
15.7;2;1;5
14.9;2;1;5
13.6;3;2;5
13.0;2;1;5
11.9;3;1;5
10.5;3;1;5
9.6;3;2;5
8.9;2;1;5
8.7;2;1;5
8.3;8;7;5
8.8;93;31;5
10.3;285;57;5
11.0;464;71;5
12.0;627;90;5
13.0;761;99;5
14.5;842;104;5
15.8;868;94;5
17.3;850;98;5
18.5;767;101;5
19.0;640;94;5
19.0;477;79;5
19.6;298;67;5
19.7;74;38;5
17.9;10;8;5
16.6;3;1;5
15.9;2;1;5
15.4;3;2;5
14.6;2;1;5
13.4;2;1;5
12.4;3;1;5
12.1;2;1;5
11.2;2;1;5
11.0;2;1;5
11.0;11;10;5
11.0;96;39;5
12.6;267;70;5
13.1;464;82;5
14.2;627;95;5
15.0;769;105;5
16.1;848;108;5
17.9;857;114;5
18.5;830;117;5
19.6;764;133;5
20.2;632;154;5
21.0;435;146;5
21.1;220;153;5
19.8;79;76;5
18.3;10;9;5
16.9;3;1;5
