stn	time.yy	time.mm	time.dd	time.hh	tre200h0	prestahs	ure200h0	rre150h0	fkl010h0	fkl010h1	dkl010h0	tso100hs	nto000sw	gls	str.diffus	str.direkt	str.vert.E	str.vert.S	str.vert.W	str.vert.N	bodenalbedo	ir.horizontal	ir.vertikal.S	bodenemissivitaet	dewpt	enthalpy	mixratio	wetbulb
Pul	2021	03	18	10	8.9	955.9	77.8	0.0	0.0	NA	332	NA	8	 48	 48	  0	 25	 24	 26	 26	22	324	344	96	5.3	12.8	5.85	7.0
Pul	2021	03	18	11	9.1	955.6	77.8	0.0	0.1	NA	331	NA	8	 56	 56	  0	 30	 29	 30	 30	22	325	345	96	5.4	13.8	5.91	7.2
Pul	2021	03	18	12	9.2	955.3	77.8	0.0	0.1	NA	329	NA	8	 60	 60	  0	 32	 31	 32	 32	22	325	345	96	5.5	14.7	5.96	7.3
Pul	2021	03	18	13	10.3	955.7	77.8	0.0	0.0	NA	8	NA	7	421	307	174	154	380	218	154	22	307	349	96	6.6	14.9	6.42	8.3
Pul	2021	03	18	14	11.1	956.0	77.8	0.0	0.0	NA	4	NA	7	387	296	152	147	342	280	147	22	311	352	96	7.4	15.1	6.76	9.1
Pul	2021	03	18	15	11.5	956.4	77.8	0.1	0.0	NA	348	NA	8	311	249	125	123	250	275	123	22	315	352	96	7.8	17.5	6.96	9.4
Pul	2021	03	18	16	11.7	956.7	77.8	0.2	0.0	NA	321	NA	7	212	168	121	 88	179	274	 88	22	317	352	96	7.9	15.0	7.04	9.6
Pul	2021	03	18	17	11.6	957.0	60.8	0.0	0.0	NA	348	NA	7	102	 85	 85	 46	 83	193	 46	22	306	344	96	4.3	14.6	5.46	7.9
Pul	2021	03	18	18	11.2	957.4	77.8	0.2	0.7	NA	336	NA	6	  4	  4	  0	  2	  2	  0	  2	22	317	347	96	7.5	13.7	6.82	9.1
Pul	2021	03	18	19	9.6	957.7	86.9	6.4	1.3	NA	350	NA	6	  0	  0	  0	  0	  0	  0	  0	22	315	336	96	7.5	15.0	6.84	8.4
Pul	2021	03	18	20	10.5	958.1	77.8	0.3	1.3	NA	329	NA	6	  0	  0	  0	  0	  0	  0	  0	22	312	337	96	6.8	16.9	6.48	8.5
Pul	2021	03	18	21	10.2	958.4	82.4	0.0	1.5	NA	338	NA	5	  0	  0	  0	  0	  0	  0	  0	22	314	338	96	7.3	16.8	6.73	8.6
Pul	2021	03	18	22	9.8	958.7	82.4	0.0	1.2	NA	334	NA	5	  0	  0	  0	  0	  0	  0	  0	22	311	336	96	7.0	15.9	6.56	8.2
Pul	2021	03	18	23	9.4	959.1	82.4	0.0	0.5	NA	325	NA	4	  0	  0	  0	  0	  0	  0	  0	22	309	334	96	6.6	13.9	6.40	7.9
Pul	2021	03	19	00	8.9	959.4	82.4	0.0	0.6	NA	333	NA	4	  0	  0	  0	  0	  0	  0	  0	29	306	331	96	6.1	12.0	6.18	7.4
Pul	2021	03	19	01	8.4	959.8	82.4	0.0	1.7	NA	355	NA	3	  0	  0	  0	  0	  0	  0	  0	29	302	331	96	5.6	10.4	5.97	6.9
Pul	2021	03	19	02	7.9	960.1	83.6	0.0	0.9	NA	37	NA	3	  0	  0	  0	  0	  0	  0	  0	29	300	327	96	5.3	8.1	5.85	6.5
Pul	2021	03	19	03	7.7	960.4	87.2	0.0	1.7	NA	331	NA	2	  0	  0	  0	  0	  0	  0	  0	29	300	328	96	5.7	6.8	5.99	6.6
Pul	2021	03	19	04	7.4	960.8	84.8	0.0	0.5	NA	180	NA	2	  0	  0	  0	  0	  0	  0	  0	29	297	324	96	5.0	5.7	5.71	6.2
Pul	2021	03	19	05	7.1	961.1	87.2	0.0	0.2	NA	58	NA	1	  0	  0	  0	  0	  0	  0	  0	29	297	323	96	5.2	5.0	5.77	6.1
Pul	2021	03	19	06	7.1	961.5	88.2	0.0	0.1	NA	349	NA	1	  0	  0	  0	  0	  0	  0	  0	29	297	331	96	5.3	5.3	5.83	6.1
Pul	2021	03	19	07	8.1	961.8	70.7	0.0	0.3	NA	335	NA	0	 89	 38	388	496	106	 30	 30	29	289	334	96	3.1	5.3	4.98	5.7
Pul	2021	03	19	08	9.5	962.1	62.8	0.0	2.2	NA	345	NA	0	257	 53	677	725	311	 57	 57	29	283	339	96	2.8	5.3	4.87	6.2
Pul	2021	03	19	09	10.9	962.5	53.9	0.0	0.9	NA	10	NA	0	401	 90	691	673	476	 84	 84	29	280	346	95	2.0	4.9	4.60	6.6
Pul	2021	03	19	10	12.3	962.8	45.5	0.0	0.3	NA	342	NA	0	519	122	701	553	613	106	106	29	277	353	95	0.9	4.7	4.23	6.9
Pul	2021	03	19	11	13.4	963.2	42.6	0.0	0.3	NA	10	NA	2	587	164	656	374	685	127	127	29	279	357	95	1.0	5.1	4.27	7.4
Pul	2021	03	19	12	14.2	963.5	39.3	0.0	1.0	NA	34	NA	3	608	205	595	182	698	142	142	29	279	358	95	0.6	5.0	4.16	7.7
Pul	2021	03	19	13	14.8	963.6	38.0	0.0	1.2	NA	59	NA	3	592	200	590	140	679	295	140	29	281	360	95	0.7	5.1	4.18	8.0
Pul	2021	03	19	14	15.1	963.6	36.1	0.0	2.9	NA	1	NA	3	531	174	592	127	611	461	127	29	280	356	95	0.3	5.0	4.04	8.0
Pul	2021	03	19	15	15.2	963.7	37.6	0.0	1.7	NA	63	NA	3	423	141	562	107	486	569	107	29	284	357	95	0.9	5.1	4.23	8.2
Pul	2021	03	19	16	14.8	963.8	36.3	0.0	2.4	NA	19	NA	0	300	 85	587	 73	353	652	 73	29	281	354	95	0.1	4.5	3.99	7.7
Pul	2021	03	19	17	14.1	963.9	35.2	0.0	3.5	NA	332	NA	0	147	 52	471	 43	175	578	 43	29	280	347	95	-1.0	3.6	3.70	7.1
Pul	2021	03	19	18	13.2	963.9	36.7	0.0	7.6	NA	342	NA	0	  7	  7	  0	  4	  3	  0	  4	29	277	340	95	-1.3	3.0	3.61	6.6
Pul	2021	03	19	19	12.2	964.0	43.4	0.0	4.3	NA	57	NA	0	  0	  0	  0	  0	  0	  0	  0	29	282	336	95	0.2	3.3	4.03	6.5
Pul	2021	03	19	20	11.3	964.1	43.5	0.0	1.7	NA	32	NA	0	  0	  0	  0	  0	  0	  0	  0	29	277	327	96	-0.6	2.8	3.80	5.8
Pul	2021	03	19	21	10.4	964.2	44.9	0.0	4.3	NA	21	NA	0	  0	  0	  0	  0	  0	  0	  0	29	274	327	95	-1.0	0.7	3.70	5.3
Pul	2021	03	19	22	9.5	964.2	49.7	0.0	2.4	NA	181	NA	0	  0	  0	  0	  0	  0	  0	  0	29	275	323	95	-0.4	0.3	3.85	5.0
Pul	2021	03	19	23	8.6	964.3	52.0	0.0	0.6	NA	198	NA	0	  0	  0	  0	  0	  0	  0	  0	29	273	316	95	-0.6	-0.7	3.79	4.5
Pul	2021	03	20	00	7.8	964.4	56.6	0.0	0.6	NA	172	NA	0	  0	  0	  0	  0	  0	  0	  0	72	273	314	95	-0.2	-1.6	3.90	4.2
Pul	2021	03	20	01	6.9	964.4	62.1	0.0	1.9	NA	154	NA	0	  0	  0	  0	  0	  0	  0	  0	72	273	314	95	0.1	-2.6	4.00	3.9
Pul	2021	03	20	02	6.0	964.5	63.3	0.0	2.9	NA	153	NA	0	  0	  0	  0	  0	  0	  0	  0	72	270	312	95	-0.4	-3.4	3.85	3.2
Pul	2021	03	20	03	5.6	964.6	65.3	0.0	2.9	NA	36	NA	0	  0	  0	  0	  0	  0	  0	  0	72	269	310	95	-0.4	-3.7	3.85	3.0
Pul	2021	03	20	04	5.1	964.7	70.3	0.0	2.4	NA	230	NA	0	  0	  0	  0	  0	  0	  0	  0	72	271	309	95	0.2	-3.9	4.01	2.9
Pul	2021	03	20	05	4.8	964.7	70.0	0.0	0.8	NA	236	NA	0	  0	  0	  0	  0	  0	  0	  0	72	269	305	95	-0.2	-4.3	3.90	2.6
Pul	2021	03	20	06	4.7	964.8	75.0	0.0	0.1	NA	145	NA	0	  1	  1	  0	  0	  0	  0	  0	72	272	314	95	0.7	-4.0	4.16	2.9
Pul	2021	03	20	07	5.5	964.9	74.9	0.0	1.9	NA	182	NA	0	104	 36	486	591	120	 31	 31	72	276	321	95	1.4	-4.3	4.41	3.6
Pul	2021	03	20	08	6.8	965.0	73.6	0.0	3.9	NA	207	NA	0	276	 49	738	775	327	 56	 56	72	276	327	95	2.4	-4.2	4.73	4.7
Pul	2021	03	20	09	8.3	965.0	65.2	0.0	1.0	NA	289	NA	0	447	 51	870	755	525	 77	 77	72	273	337	95	2.2	-4.5	4.64	5.4
Pul	2021	03	20	10	9.7	965.1	64.5	0.0	1.7	NA	244	NA	0	593	 59	932	625	693	 94	 94	72	278	346	95	3.4	-3.1	5.06	6.6
Pul	2021	03	20	11	10.9	965.2	57.3	0.0	1.5	NA	170	NA	0	684	 69	948	413	798	106	106	72	277	352	95	2.8	-3.2	4.87	6.9
Pul	2021	03	20	12	11.9	965.3	55.5	0.0	0.4	NA	205	NA	0	728	 72	961	164	847	112	112	72	279	360	95	3.3	-3.0	5.02	7.6
Pul	2021	03	20	13	12.6	964.8	50.0	0.0	0.4	NA	182	NA	0	716	 70	968	110	835	321	110	72	277	360	92	2.4	-1.8	4.73	7.6
Pul	2021	03	20	14	12.9	964.3	50.4	0.0	0.0	NA	212	NA	0	645	 62	959	101	753	556	101	72	279	356	92	2.9	-0.7	4.88	7.9
Pul	2021	03	20	15	12.9	963.8	49.0	0.0	0.2	NA	157	NA	0	524	 54	930	 86	614	737	 86	72	279	356	92	2.5	-0.1	4.76	7.7
Pul	2021	03	20	16	12.5	963.3	53.2	0.0	0.1	NA	124	NA	0	361	 49	846	 68	425	817	 68	72	284	352	92	3.3	0.1	5.04	7.9
Pul	2021	03	20	17	11.6	962.8	59.7	0.0	0.3	NA	32	NA	0	180	 40	675	 43	213	752	 43	72	290	347	92	4.1	-0.1	5.34	7.8
Pul	2021	03	20	18	10.5	962.3	69.7	0.0	1.7	NA	333	NA	1	  8	  8	  0	  5	  4	  0	  5	72	295	340	89	5.2	-0.7	5.77	7.8
Pul	2021	03	20	19	10.3	961.8	76.9	0.0	1.3	NA	357	NA	2	  0	  0	  0	  0	  0	  0	  0	72	302	335	89	6.4	-1.0	6.31	8.2
Pul	2021	03	20	20	10.1	961.3	80.4	0.0	0.6	NA	0	NA	2	  0	  0	  0	  0	  0	  0	  0	72	305	335	86	6.9	-1.1	6.53	8.4
Pul	2021	03	20	21	10.0	960.8	89.7	0.0	1.2	NA	0	NA	2	  0	  0	  0	  0	  0	  0	  0	72	313	340	86	8.4	-0.9	7.22	9.1
Pul	2021	03	20	22	9.8	960.3	95.8	0.0	2.4	NA	29	NA	3	  0	  0	  0	  0	  0	  0	  0	72	318	343	83	9.2	-0.9	7.64	9.4
Pul	2021	03	20	23	9.7	959.8	96.7	0.0	2.4	NA	141	NA	4	  0	  0	  0	  0	  0	  0	  0	72	320	343	83	9.2	-1.4	7.62	9.4
Pul	2021	03	21	00	9.9	959.3	95.1	0.0	1.3	NA	133	NA	4	  0	  0	  0	  0	  0	  0	  0	55	323	343	83	9.2	-1.3	7.64	9.4
Pul	2021	03	21	01	10.2	958.8	99.4	0.0	0.8	NA	126	NA	4	  0	  0	  0	  0	  0	  0	  0	55	330	347	80	10.1	-1.3	8.16	10.2
Pul	2021	03	21	02	10.5	958.3	96.3	0.1	2.4	NA	159	NA	5	  0	  0	  0	  0	  0	  0	  0	55	332	350	80	10.0	-1.7	8.07	10.1
Pul	2021	03	21	03	10.7	957.8	95.7	0.2	1.5	NA	148	NA	6	  0	  0	  0	  0	  0	  0	  0	55	335	349	77	10.0	-1.8	8.10	10.3
Pul	2021	03	21	04	10.8	957.3	95.7	0.3	0.7	NA	41	NA	6	  0	  0	  0	  0	  0	  0	  0	55	338	350	77	10.1	-2.0	8.18	10.4
Pul	2021	03	21	05	11.0	956.8	97.4	0.0	1.5	NA	23	NA	6	  0	  0	  0	  0	  0	  0	  0	55	343	354	74	10.6	-2.4	8.44	10.7
Pul	2021	03	21	06	10.8	956.3	97.4	1.4	0.9	NA	21	NA	7	  1	  1	  0	  0	  0	  0	  0	55	344	358	74	10.4	-2.2	8.31	10.5
Pul	2021	03	21	07	9.3	955.8	98.3	11.2	0.7	NA	12	NA	8	 18	 18	  0	  4	  9	 10	 10	55	339	351	70	9.1	-1.5	7.61	9.1
Pul	2021	03	21	08	10.6	955.3	98.3	5.3	1.0	NA	171	NA	8	 42	 42	  0	 19	 21	 22	 22	55	346	359	71	10.3	0.3	8.31	10.4
Pul	2021	03	21	09	11.6	954.8	91.6	2.1	0.9	NA	170	NA	8	 66	 66	  0	 33	 34	 35	 35	55	347	362	71	10.3	2.4	8.28	10.8
Pul	2021	03	21	10	12.1	954.3	88.8	1.7	0.4	NA	192	NA	8	 91	 91	  0	 48	 48	 48	 48	55	347	364	71	10.3	4.3	8.28	11.0
Pul	2021	03	21	11	12.0	953.8	84.7	3.6	0.2	NA	153	NA	8	105	105	  0	 56	 56	 55	 55	55	343	363	77	9.5	5.5	7.87	10.5
Pul	2021	03	21	12	12.4	953.3	82.8	2.7	0.4	NA	186	NA	8	103	103	  0	 55	 55	 55	 55	55	345	365	80	9.6	6.0	7.91	10.7
Pul	2021	03	21	13	12.9	953.4	82.4	1.1	1.3	NA	147	NA	8	108	108	  0	 57	 57	 57	 57	55	347	367	83	10.0	6.8	8.15	11.2
Pul	2021	03	21	14	13.1	953.5	77.8	0.9	3.9	NA	47	NA	8	103	103	  0	 54	 55	 55	 54	55	344	366	77	9.4	7.5	7.79	10.9
Pul	2021	03	21	15	13.2	953.6	78.3	0.8	2.7	NA	133	NA	8	 81	 81	  0	 43	 42	 42	 43	55	346	366	72	9.6	8.0	7.89	11.1
Pul	2021	03	21	16	13.3	953.7	77.8	0.3	2.9	NA	169	NA	8	 53	 53	  0	 28	 27	 25	 28	55	346	366	72	9.5	7.6	7.86	11.1
Pul	2021	03	21	17	13.1	953.7	77.8	0.5	4.6	NA	224	NA	8	 27	 27	  0	 14	 13	  9	 14	55	346	365	72	9.3	7.0	7.76	10.9
Pul	2021	03	21	18	13.0	953.8	77.8	0.2	9.6	NA	230	NA	8	  3	  3	  0	  1	  1	  0	  1	55	345	364	72	9.2	6.3	7.69	10.8
Pul	2021	03	21	19	12.8	953.9	77.8	0.1	8.2	NA	209	NA	8	  0	  0	  0	  0	  0	  0	  0	55	343	362	72	9.0	6.2	7.60	10.6
Pul	2021	03	21	20	12.6	954.0	82.4	0.0	11.9	NA	207	NA	8	  0	  0	  0	  0	  0	  0	  0	55	345	363	75	9.7	6.1	7.97	10.9
Pul	2021	03	21	21	12.4	954.1	82.4	0.1	9.0	NA	221	NA	8	  0	  0	  0	  0	  0	  0	  0	55	344	361	75	9.5	5.8	7.87	10.7
Pul	2021	03	21	22	12.2	954.2	77.8	0.4	6.5	NA	13	NA	8	  0	  0	  0	  0	  0	  0	  0	55	338	357	75	8.4	5.4	7.30	10.1
Pul	2021	03	21	23	11.9	954.2	77.8	0.6	6.0	NA	148	NA	8	  0	  0	  0	  0	  0	  0	  0	55	336	355	75	8.2	5.3	7.19	9.8
Pul	2021	03	22	00	10.9	954.3	82.4	0.1	2.7	NA	74	NA	8	  0	  0	  0	  0	  0	  0	  0	46	333	348	74	8.0	4.3	7.08	9.3
Pul	2021	03	22	01	9.6	954.4	82.4	0.0	1.7	NA	197	NA	8	  0	  0	  0	  0	  0	  0	  0	46	326	340	74	6.7	4.5	6.49	8.1
Pul	2021	03	22	02	8.3	954.5	85.6	0.0	1.9	NA	187	NA	8	  0	  0	  0	  0	  0	  0	  0	46	320	334	78	6.0	5.1	6.17	7.1
Pul	2021	03	22	03	7.4	954.6	81.5	0.8	1.2	NA	198	NA	8	  0	  0	  0	  0	  0	  0	  0	46	312	327	78	4.5	5.0	5.54	5.9
Pul	2021	03	22	04	6.8	954.7	85.3	0.1	0.5	NA	228	NA	8	  0	  0	  0	  0	  0	  0	  0	46	311	324	78	4.5	5.4	5.56	5.6
Pul	2021	03	22	05	6.3	954.7	80.0	0.5	0.3	NA	210	NA	8	  0	  0	  0	  0	  0	  0	  0	46	304	319	78	3.1	5.8	5.02	4.7
Pul	2021	03	22	06	6.3	954.8	87.7	0.0	0.3	NA	190	NA	8	  1	  1	  0	  0	  0	  0	  0	46	309	328	78	4.4	6.2	5.52	5.3
Pul	2021	03	22	07	6.0	954.9	89.1	2.0	1.3	NA	227	NA	8	 42	 42	  0	 24	 22	 21	 21	46	307	328	79	4.4	6.9	5.49	5.1
Pul	2021	03	22	08	5.6	955.0	98.3	5.0	1.0	NA	288	NA	8	 98	 98	  0	 60	 54	 50	 50	46	309	329	82	5.3	9.7	5.87	5.4
Pul	2021	03	22	09	6.5	955.1	97.4	1.2	1.5	NA	296	NA	8	155	154	  2	 93	 87	 78	 78	46	313	335	82	6.1	12.5	6.21	6.3
Pul	2021	03	22	10	6.9	955.1	95.7	0.3	1.7	NA	334	NA	8	217	211	  9	126	128	106	106	46	312	337	90	6.2	14.0	6.25	6.5
Pul	2021	03	22	11	7.1	955.2	87.8	0.0	1.7	NA	298	NA	8	242	235	 10	130	145	118	118	46	308	336	96	5.2	13.2	5.81	6.1
Pul	2021	03	22	12	7.1	955.3	85.7	0.0	0.5	NA	206	NA	8	261	253	 12	128	158	126	126	46	307	337	96	4.9	13.2	5.71	5.9
Pul	2021	03	22	13	7.2	955.5	88.0	0.0	0.4	NA	309	NA	8	257	249	 12	124	156	133	124	46	309	338	90	5.4	14.3	5.88	6.2
Pul	2021	03	22	14	7.1	955.7	87.5	0.2	0.5	NA	322	NA	8	240	233	 12	116	145	137	116	46	308	337	96	5.2	14.1	5.82	6.1
Pul	2021	03	22	15	7.1	955.9	82.0	0.0	0.3	NA	297	NA	8	172	170	  3	 86	 98	101	 86	46	306	334	96	4.2	16.5	5.44	5.6
Pul	2021	03	22	16	6.9	956.1	82.8	0.0	1.7	NA	250	NA	8	115	115	  0	 59	 64	 69	 59	46	307	332	96	4.2	16.0	5.43	5.5
Pul	2021	03	22	17	6.7	956.4	82.5	0.0	1.5	NA	300	NA	8	 61	 61	  0	 31	 33	 37	 31	46	307	330	96	4.0	15.0	5.33	5.3
Pul	2021	03	22	18	6.4	956.6	80.7	0.0	1.9	NA	216	NA	7	  3	  3	  0	  2	  2	  0	  2	46	302	327	93	3.4	13.6	5.11	4.9
Pul	2021	03	22	19	6.0	956.8	77.6	0.0	1.7	NA	199	NA	6	  0	  0	  0	  0	  0	  0	  0	46	296	319	91	2.4	12.7	4.75	4.3
Pul	2021	03	22	20	5.5	957.0	77.8	0.0	0.7	NA	203	NA	6	  0	  0	  0	  0	  0	  0	  0	46	292	314	91	2.0	11.8	4.61	3.8
Pul	2021	03	22	21	5.0	957.2	76.8	0.0	0.5	NA	252	NA	6	  0	  0	  0	  0	  0	  0	  0	46	288	311	90	1.3	10.9	4.40	3.3
Pul	2021	03	22	22	4.6	957.4	81.1	0.0	0.4	NA	283	NA	5	  0	  0	  0	  0	  0	  0	  0	46	287	310	88	1.6	10.0	4.50	3.2
Pul	2021	03	22	23	4.1	957.6	78.3	0.0	0.3	NA	162	NA	4	  0	  0	  0	  0	  0	  0	  0	46	281	306	85	0.7	9.2	4.21	2.6
Pul	2021	03	23	00	4.1	957.8	80.6	0.0	0.2	NA	196	NA	4	  0	  0	  0	  0	  0	  0	  0	42	281	306	85	1.1	8.1	4.32	2.7
Pul	2021	03	23	01	4.1	958.0	84.7	0.0	1.0	NA	225	NA	4	  0	  0	  0	  0	  0	  0	  0	42	283	308	84	1.8	7.2	4.54	3.0
Pul	2021	03	23	02	4.1	958.2	82.8	0.0	1.5	NA	173	NA	3	  0	  0	  0	  0	  0	  0	  0	42	280	308	81	1.5	6.3	4.44	2.9
Pul	2021	03	23	03	4.1	958.4	85.1	0.0	2.7	NA	197	NA	2	  0	  0	  0	  0	  0	  0	  0	42	280	311	78	1.8	5.8	4.57	3.0
Pul	2021	03	23	04	4.1	958.6	90.2	0.0	1.7	NA	205	NA	2	  0	  0	  0	  0	  0	  0	  0	42	282	311	79	2.7	5.8	4.85	3.4
Pul	2021	03	23	05	4.2	958.9	91.4	0.0	1.0	NA	208	NA	2	  0	  0	  0	  0	  0	  0	  0	42	282	309	79	2.9	5.6	4.93	3.6
Pul	2021	03	23	06	4.3	959.1	92.7	0.0	1.7	NA	214	NA	1	  3	  3	  0	  0	  2	  2	  1	42	282	317	76	3.2	5.7	5.02	3.7
Pul	2021	03	23	07	5.3	959.3	87.0	0.0	0.7	NA	237	NA	0	118	 38	512	618	120	 33	 33	42	282	324	73	3.3	7.4	5.06	4.3
Pul	2021	03	23	08	6.9	959.5	74.1	0.0	1.5	NA	119	NA	0	353	 85	826	906	379	 79	 79	42	269	328	73	2.6	9.2	4.83	4.8
Pul	2021	03	23	09	8.8	959.7	57.4	0.0	1.0	NA	198	NA	0	550	107	937	875	605	110	110	42	262	335	72	0.9	10.1	4.24	5.1
Pul	2021	03	23	10	10.3	959.9	47.5	0.0	1.5	NA	167	NA	2	678	160	880	688	750	137	137	42	260	340	72	-0.3	11.2	3.90	5.4
Pul	2021	03	23	11	11.3	960.1	43.5	0.0	7.0	NA	148	NA	2	655	173	726	401	730	136	136	42	267	339	72	-0.6	12.5	3.82	5.8
Pul	2021	03	23	12	11.7	960.3	41.5	0.0	4.6	NA	15	NA	7	496	320	252	184	472	163	163	42	277	338	72	-0.9	13.4	3.72	6.0
Pul	2021	03	23	13	10.9	960.3	44.1	0.0	3.2	NA	114	NA	8	192	186	  9	 95	111	100	 95	42	294	337	71	-0.8	14.2	3.75	5.6
Pul	2021	03	23	14	10.2	960.2	46.0	0.0	4.3	NA	145	NA	8	161	161	  0	 82	 89	 87	 82	42	293	334	71	-0.9	14.4	3.73	5.2
Pul	2021	03	23	15	9.7	960.2	48.2	0.0	4.3	NA	138	NA	8	179	176	  5	 89	103	107	 89	42	290	331	71	-0.7	14.5	3.77	5.0
Pul	2021	03	23	16	9.3	960.1	50.9	0.0	5.6	NA	173	NA	8	197	164	 87	 84	142	212	 84	42	284	327	72	-0.3	14.2	3.90	4.9
Pul	2021	03	23	17	8.8	960.0	55.8	0.0	2.4	NA	192	NA	8	115	 87	131	 48	 89	233	 48	42	286	326	72	0.5	13.6	4.13	5.0
Pul	2021	03	23	18	8.1	960.0	56.6	0.0	2.4	NA	219	NA	8	 10	 10	  0	  5	  5	  0	  5	42	283	320	72	0.1	12.0	4.01	4.4
Pul	2021	03	23	19	8.0	959.9	61.0	0.0	0.7	NA	196	NA	8	  0	  0	  0	  0	  0	  0	  0	42	286	315	72	1.0	11.6	4.28	4.7
Pul	2021	03	23	20	7.9	959.9	56.5	0.0	0.8	NA	116	NA	7	  0	  0	  0	  0	  0	  0	  0	42	281	313	72	-0.2	9.8	3.93	4.3
Pul	2021	03	23	21	7.8	959.8	57.7	0.0	0.3	NA	121	NA	7	  0	  0	  0	  0	  0	  0	  0	42	281	312	72	0.0	8.6	3.98	4.3
Pul	2021	03	23	22	7.6	959.8	57.8	0.0	0.2	NA	24	NA	7	  0	  0	  0	  0	  0	  0	  0	42	280	311	72	-0.1	7.3	3.95	4.1
Pul	2021	03	23	23	7.5	959.7	55.2	0.0	0.1	NA	170	NA	7	  0	  0	  0	  0	  0	  0	  0	42	277	309	71	-0.9	5.8	3.74	3.8
Pul	2021	03	24	00	7.1	959.6	63.9	0.0	0.0	NA	144	NA	7	  0	  0	  0	  0	  0	  0	  0	33	282	313	72	0.7	5.6	4.21	4.2
Pul	2021	03	24	01	6.8	959.6	62.8	0.0	0.1	NA	203	NA	7	  0	  0	  0	  0	  0	  0	  0	33	279	308	72	0.2	4.1	4.05	3.8
Pul	2021	03	24	02	6.5	959.5	63.8	0.0	0.1	NA	174	NA	7	  0	  0	  0	  0	  0	  0	  0	33	278	307	71	0.1	2.8	4.03	3.6
Pul	2021	03	24	03	6.3	959.5	65.9	0.0	0.0	NA	198	NA	7	  0	  0	  0	  0	  0	  0	  0	33	278	310	71	0.4	2.3	4.11	3.6
Pul	2021	03	24	04	6.2	959.4	69.0	0.0	0.0	NA	232	NA	7	  0	  0	  0	  0	  0	  0	  0	33	280	310	72	0.9	1.8	4.26	3.8
Pul	2021	03	24	05	6.0	959.4	65.4	0.0	0.4	NA	180	NA	7	  0	  0	  0	  0	  0	  0	  0	33	276	306	71	0.1	0.8	4.01	3.3
Pul	2021	03	24	06	6.1	959.3	67.2	0.0	0.8	NA	163	NA	7	  1	  1	  0	  0	  1	  1	  1	33	277	313	71	0.5	1.0	4.12	3.6
Pul	2021	03	24	07	7.0	959.3	64.6	0.0	1.5	NA	28	NA	7	105	 64	257	392	 92	 41	 41	33	279	319	71	0.8	2.4	4.22	4.2
Pul	2021	03	24	08	8.0	959.2	61.3	0.0	1.9	NA	18	NA	7	201	140	184	314	162	 77	 77	33	283	326	72	1.0	4.0	4.28	4.8
Pul	2021	03	24	09	9.0	959.1	53.7	0.0	3.2	NA	354	NA	7	328	235	195	359	274	121	121	33	278	329	72	0.2	5.2	4.04	4.9
Pul	2021	03	24	10	9.8	959.1	52.3	0.0	5.6	NA	52	NA	7	379	282	163	302	319	142	142	33	283	333	75	0.6	6.7	4.16	5.5
Pul	2021	03	24	11	10.6	959.0	48.0	0.0	2.9	NA	46	NA	7	453	317	202	265	394	160	160	33	281	338	83	0.1	7.0	4.03	5.7
Pul	2021	03	24	12	10.9	959.0	45.0	0.0	2.4	NA	6	NA	8	340	294	 66	151	252	144	144	33	287	337	80	-0.5	7.5	3.84	5.7
Pul	2021	03	24	13	11.5	959.0	39.9	0.0	2.4	NA	339	NA	6	531	327	298	169	504	272	169	33	272	339	89	-1.6	7.3	3.55	5.6
Pul	2021	03	24	14	11.8	959.1	42.9	0.0	4.3	NA	336	NA	7	399	293	170	147	339	287	147	33	282	339	86	-0.4	8.0	3.88	6.2
Pul	2021	03	24	15	11.4	959.2	43.3	0.0	4.6	NA	352	NA	8	193	186	 13	 94	114	120	 94	33	292	337	92	-0.6	7.6	3.82	5.9
Pul	2021	03	24	16	11.1	959.3	44.1	0.0	8.5	NA	357	NA	7	210	164	119	 86	165	262	 86	33	284	333	80	-0.6	7.3	3.82	5.7
Pul	2021	03	24	17	10.4	959.3	45.1	0.0	4.3	NA	8	NA	7	 17	 17	  0	  9	  8	  5	  9	33	301	336	80	-0.9	6.3	3.72	5.3
Pul	2021	03	24	18	9.8	959.4	48.2	0.0	0.8	NA	315	NA	6	  3	  3	  0	  2	  2	  0	  2	33	299	334	78	-0.6	5.8	3.81	5.1
Pul	2021	03	24	19	9.3	959.5	53.6	0.0	0.5	NA	338	NA	6	  0	  0	  0	  0	  0	  0	  0	33	300	327	78	0.4	5.7	4.10	5.2
Pul	2021	03	24	20	8.8	959.5	51.3	0.0	0.2	NA	332	NA	5	  0	  0	  0	  0	  0	  0	  0	33	292	322	77	-0.7	4.9	3.80	4.6
Pul	2021	03	24	21	8.3	959.6	49.8	0.0	0.2	NA	342	NA	5	  0	  0	  0	  0	  0	  0	  0	33	285	317	77	-1.5	4.2	3.56	4.0
Pul	2021	03	24	22	7.8	959.7	53.0	0.0	0.2	NA	23	NA	5	  0	  0	  0	  0	  0	  0	  0	33	284	315	77	-1.1	4.0	3.67	3.9
Pul	2021	03	24	23	7.2	959.8	54.6	0.0	0.2	NA	28	NA	4	  0	  0	  0	  0	  0	  0	  0	33	280	313	77	-1.3	3.6	3.63	3.5
Pul	2021	03	25	00	6.8	959.8	56.5	0.0	0.7	NA	17	NA	4	  0	  0	  0	  0	  0	  0	  0	24	277	311	74	-1.2	3.8	3.65	3.3
