stn	time.yy	time.mm	time.dd	time.hh	tre200h0	prestahs	ure200h0	rre150h0	fkl010h0	fkl010h1	dkl010h0	tso100hs	nto000sw	gls	str.diffus	str.direkt	str.vert.E	str.vert.S	str.vert.W	str.vert.N	bodenalbedo	ir.horizontal	ir.vertikal.S	bodenemissivitaet	dewpt	enthalpy	mixratio	wetbulb
Pul	2021	03	11	20	3.1	960.2	69.5	0.0	0.3	NA	173	NA	1	  0	  0	  0	  0	  0	  0	  0	20	263	296	78	-1.9	7.0	3.46	1.0
Pul	2021	03	11	21	2.7	960.0	73.0	0.0	0.4	NA	181	NA	2	  0	  0	  0	  0	  0	  0	  0	20	264	296	78	-1.7	5.9	3.52	0.9
Pul	2021	03	11	22	2.2	959.9	73.2	0.0	0.9	NA	345	NA	2	  0	  0	  0	  0	  0	  0	  0	20	263	295	77	-2.1	4.6	3.42	0.4
Pul	2021	03	11	23	1.7	959.8	74.8	0.0	0.8	NA	359	NA	2	  0	  0	  0	  0	  0	  0	  0	20	263	294	77	-2.2	3.3	3.38	0.1
Pul	2021	03	12	00	1.4	959.6	68.4	0.0	0.6	NA	73	NA	3	  0	  0	  0	  0	  0	  0	  0	20	258	289	77	-3.7	1.7	3.01	-0.6
Pul	2021	03	12	01	1.1	959.5	74.3	0.0	0.4	NA	68	NA	3	  0	  0	  0	  0	  0	  0	  0	20	261	290	74	-3.0	0.7	3.19	-0.5
Pul	2021	03	12	02	0.7	959.3	74.5	0.0	0.4	NA	176	NA	3	  0	  0	  0	  0	  0	  0	  0	20	260	289	74	-3.3	-0.7	3.12	-0.9
Pul	2021	03	12	03	0.5	959.2	73.1	0.0	0.8	NA	149	NA	4	  0	  0	  0	  0	  0	  0	  0	20	260	288	73	-3.7	-1.6	3.03	-1.1
Pul	2021	03	12	04	0.4	959.1	79.6	0.0	0.4	NA	153	NA	4	  0	  0	  0	  0	  0	  0	  0	20	264	289	74	-2.7	-2.1	3.25	-0.8
Pul	2021	03	12	05	0.2	958.9	85.9	0.0	0.6	NA	189	NA	4	  0	  0	  0	  0	  0	  0	  0	20	268	291	73	-1.8	-2.6	3.48	-0.7
Pul	2021	03	12	06	0.2	958.8	84.9	0.0	0.7	NA	209	NA	5	  0	  0	  0	  0	  0	  0	  0	20	269	291	70	-2.0	-2.8	3.44	-0.7
Pul	2021	03	12	07	0.5	958.6	88.0	0.0	0.4	NA	208	NA	5	 35	 32	 32	 85	 31	 18	 18	20	273	300	71	-1.2	-1.8	3.64	-0.3
Pul	2021	03	12	08	1.4	958.5	85.5	0.0	0.4	NA	192	NA	5	175	 91	320	442	216	 60	 60	20	265	302	71	-0.8	-0.3	3.77	0.5
Pul	2021	03	12	09	2.5	958.4	74.9	0.0	0.1	NA	80	NA	4	345	127	532	575	429	 91	 91	20	258	307	71	-1.4	1.2	3.59	0.8
Pul	2021	03	12	10	3.2	958.2	71.0	0.0	0.5	NA	187	NA	7	336	241	180	290	318	125	125	20	266	310	71	-1.5	2.6	3.57	1.2
Pul	2021	03	12	11	3.5	958.1	71.6	0.0	0.9	NA	208	NA	8	269	240	 47	156	204	119	119	20	275	312	72	-1.2	4.0	3.66	1.5
Pul	2021	03	12	12	4.2	958.0	67.0	0.0	0.3	NA	166	NA	6	506	293	333	189	542	158	158	20	262	316	72	-1.3	4.9	3.61	1.8
Pul	2021	03	12	13	4.7	958.2	59.1	0.0	1.7	NA	232	NA	6	459	283	281	150	485	238	150	20	260	314	72	-2.6	5.0	3.29	1.7
Pul	2021	03	12	14	4.8	958.4	56.6	0.0	2.9	NA	207	NA	8	333	281	 92	137	273	225	137	20	264	310	71	-3.1	5.2	3.17	1.6
Pul	2021	03	12	15	4.8	958.7	58.6	0.0	1.0	NA	187	NA	7	278	210	146	109	257	276	109	20	266	312	72	-2.6	5.4	3.29	1.7
Pul	2021	03	12	16	4.1	958.9	64.6	0.0	2.2	NA	147	NA	8	 27	 27	  0	 15	 13	 11	 15	20	288	313	72	-1.9	5.3	3.47	1.6
Pul	2021	03	12	17	3.7	959.1	64.6	0.0	2.2	NA	64	NA	8	 55	 55	  0	 28	 30	 36	 28	20	276	307	72	-2.4	4.2	3.35	1.2
Pul	2021	03	12	18	3.1	959.4	66.3	0.0	1.5	NA	130	NA	7	  2	  2	  0	  1	  1	  0	  1	20	273	304	72	-2.5	3.0	3.31	0.8
Pul	2021	03	12	19	2.8	959.6	70.6	0.0	0.4	NA	132	NA	6	  0	  0	  0	  0	  0	  0	  0	20	273	298	72	-2.0	2.8	3.43	0.8
Pul	2021	03	12	20	2.4	959.8	77.3	0.0	0.9	NA	148	NA	6	  0	  0	  0	  0	  0	  0	  0	20	275	298	72	-1.2	2.9	3.65	0.9
Pul	2021	03	12	21	2.0	960.1	78.7	0.0	0.9	NA	53	NA	6	  0	  0	  0	  0	  0	  0	  0	20	272	296	72	-1.3	2.7	3.61	0.6
Pul	2021	03	12	22	1.6	960.3	80.5	0.0	2.9	NA	119	NA	5	  0	  0	  0	  0	  0	  0	  0	20	270	298	72	-1.4	2.4	3.59	0.3
Pul	2021	03	12	23	1.2	960.5	80.9	0.0	1.7	NA	152	NA	4	  0	  0	  0	  0	  0	  0	  0	20	267	295	72	-1.7	2.0	3.51	0.0
Pul	2021	03	13	00	0.8	960.8	81.3	0.0	0.4	NA	170	NA	4	  0	  0	  0	  0	  0	  0	  0	20	265	291	72	-2.0	1.9	3.43	-0.4
Pul	2021	03	13	01	0.4	961.0	80.8	0.0	0.1	NA	199	NA	4	  0	  0	  0	  0	  0	  0	  0	20	261	287	72	-2.5	2.1	3.30	-0.8
Pul	2021	03	13	02	-0.1	961.2	88.3	0.0	1.0	NA	233	NA	3	  0	  0	  0	  0	  0	  0	  0	20	262	288	72	-1.8	2.8	3.48	-0.8
Pul	2021	03	13	03	-0.4	961.5	85.2	0.0	0.5	NA	244	NA	2	  0	  0	  0	  0	  0	  0	  0	20	257	285	72	-2.6	2.6	3.29	-1.3
Pul	2021	03	13	04	-0.7	961.7	80.1	0.0	0.3	NA	297	NA	2	  0	  0	  0	  0	  0	  0	  0	20	251	281	72	-3.7	2.4	3.03	-1.9
Pul	2021	03	13	05	-0.9	961.9	83.6	0.0	0.3	NA	197	NA	2	  0	  0	  0	  0	  0	  0	  0	20	251	281	72	-3.3	3.0	3.10	-1.9
Pul	2021	03	13	06	-1.0	962.2	82.0	0.0	0.5	NA	234	NA	1	  0	  0	  0	  0	  0	  0	  0	20	249	280	72	-3.7	2.9	3.02	-2.0
Pul	2021	03	13	07	-0.6	962.4	80.3	0.0	0.7	NA	299	NA	0	 74	 28	471	556	125	 25	 25	20	248	291	72	-3.6	4.4	3.04	-1.7
Pul	2021	03	13	08	0.2	962.6	78.1	0.0	1.5	NA	204	NA	0	239	 43	736	768	341	 50	 50	20	246	296	72	-3.2	6.6	3.14	-1.1
Pul	2021	03	13	09	1.1	962.9	71.0	0.0	1.3	NA	277	NA	0	406	 49	860	747	541	 72	 72	20	243	301	72	-3.5	8.3	3.06	-0.7
Pul	2021	03	13	10	2.0	963.1	58.7	0.0	0.8	NA	211	NA	0	537	 59	898	608	695	 89	 89	20	237	304	72	-5.2	10.1	2.69	-0.7
Pul	2021	03	13	11	2.8	963.3	55.4	0.0	0.6	NA	200	NA	0	626	 71	908	405	796	102	102	20	237	309	72	-5.2	11.9	2.68	-0.2
Pul	2021	03	13	12	3.3	963.6	54.5	0.0	1.9	NA	170	NA	0	669	 74	921	166	847	108	108	20	239	311	72	-4.9	13.6	2.74	0.1
Pul	2021	03	13	13	3.7	963.6	51.6	0.0	1.9	NA	179	NA	0	651	 74	912	106	826	298	106	20	238	311	72	-5.3	14.5	2.67	0.3
Pul	2021	03	13	14	3.9	963.6	49.7	0.0	3.2	NA	174	NA	0	583	 65	900	 96	746	519	 96	20	238	308	72	-5.6	15.0	2.60	0.3
Pul	2021	03	13	15	3.9	963.5	52.1	0.0	2.7	NA	171	NA	0	466	 55	867	 81	610	684	 81	20	241	307	72	-5.0	15.5	2.72	0.5
Pul	2021	03	13	16	3.5	963.5	54.0	0.0	2.7	NA	159	NA	0	316	 52	780	 62	434	770	 62	20	243	304	72	-4.9	15.1	2.76	0.3
Pul	2021	03	13	17	2.9	963.5	55.5	0.0	2.4	NA	34	NA	0	146	 37	613	 38	221	686	 38	20	245	299	72	-5.1	14.0	2.71	-0.1
Pul	2021	03	13	18	2.1	963.5	57.4	0.0	3.5	NA	36	NA	0	  3	  3	  0	  2	  1	  0	  2	20	243	293	72	-5.4	12.5	2.64	-0.7
Pul	2021	03	13	19	1.5	963.5	65.8	0.0	6.5	NA	343	NA	0	  0	  0	  0	  0	  0	  0	  0	20	247	292	73	-4.2	13.4	2.91	-0.7
Pul	2021	03	13	20	0.9	963.5	64.7	0.0	4.3	NA	355	NA	0	  0	  0	  0	  0	  0	  0	  0	20	244	288	73	-4.9	12.4	2.75	-1.3
Pul	2021	03	13	21	0.4	963.5	67.6	0.0	7.0	NA	7	NA	0	  0	  0	  0	  0	  0	  0	  0	20	244	288	73	-4.9	12.0	2.76	-1.6
Pul	2021	03	13	22	-0.2	963.5	75.5	0.0	2.9	NA	341	NA	0	  0	  0	  0	  0	  0	  0	  0	20	247	285	74	-4.0	12.0	2.95	-1.7
Pul	2021	03	13	23	-0.7	963.4	75.9	0.0	3.9	NA	9	NA	0	  0	  0	  0	  0	  0	  0	  0	20	245	284	73	-4.4	11.3	2.85	-2.1
Pul	2021	03	14	00	-0.8	963.4	78.3	0.0	1.2	NA	57	NA	0	  0	  0	  0	  0	  0	  0	  0	20	246	281	73	-4.1	10.5	2.93	-2.1
Pul	2021	03	14	01	-1.0	963.4	77.3	0.0	2.9	NA	118	NA	0	  0	  0	  0	  0	  0	  0	  0	20	245	282	73	-4.4	9.6	2.86	-2.3
Pul	2021	03	14	02	-1.1	963.4	78.1	0.0	3.5	NA	33	NA	0	  0	  0	  0	  0	  0	  0	  0	20	245	282	73	-4.4	8.8	2.85	-2.3
Pul	2021	03	14	03	-1.3	963.4	76.5	0.0	0.9	NA	95	NA	0	  0	  0	  0	  0	  0	  0	  0	20	244	278	73	-4.9	8.2	2.76	-2.6
Pul	2021	03	14	04	-1.4	963.4	75.2	0.0	0.2	NA	130	NA	0	  0	  0	  0	  0	  0	  0	  0	20	242	275	73	-5.2	7.6	2.68	-2.8
Pul	2021	03	14	05	-1.6	963.4	75.1	0.0	0.1	NA	54	NA	0	  0	  0	  0	  0	  0	  0	  0	20	242	274	73	-5.4	7.4	2.65	-3.0
Pul	2021	03	14	06	-1.7	963.3	74.4	0.0	0.1	NA	134	NA	0	  0	  0	  0	  0	  0	  0	  0	20	241	274	73	-5.7	7.4	2.60	-3.1
Pul	2021	03	14	07	-1.4	963.3	71.5	0.0	0.3	NA	218	NA	0	 73	 35	365	473	109	 27	 27	20	241	285	73	-5.9	8.3	2.55	-3.0
Pul	2021	03	14	08	-0.7	963.3	68.5	0.0	3.2	NA	167	NA	0	233	 47	683	725	321	 52	 52	20	237	288	73	-5.8	9.7	2.57	-2.5
Pul	2021	03	14	09	0.1	963.3	71.9	0.0	2.4	NA	220	NA	0	402	 53	828	727	524	 74	 74	20	239	295	73	-4.4	11.3	2.86	-1.6
Pul	2021	03	14	10	0.8	963.3	64.7	0.0	3.2	NA	242	NA	0	545	 59	902	610	694	 90	 90	20	236	298	73	-5.0	12.8	2.72	-1.4
Pul	2021	03	14	11	1.5	963.3	66.2	0.0	2.7	NA	242	NA	0	639	 67	926	409	804	102	102	20	239	304	73	-4.1	14.7	2.92	-0.6
Pul	2021	03	14	12	2.0	963.3	60.9	0.0	1.0	NA	223	NA	0	685	 70	944	166	857	107	107	20	237	308	73	-4.7	15.3	2.79	-0.5
Pul	2021	03	14	13	2.3	963.1	65.0	0.0	1.3	NA	185	NA	0	667	 69	938	105	837	303	105	20	242	310	74	-3.5	16.6	3.05	0.0
Pul	2021	03	14	14	2.4	963.0	66.0	0.0	0.3	NA	167	NA	0	596	 62	921	 96	754	528	 96	20	244	311	74	-3.2	17.1	3.13	0.1
Pul	2021	03	14	15	2.4	962.9	69.8	0.0	0.3	NA	229	NA	0	470	 55	867	 82	606	686	 82	20	248	309	74	-2.6	17.5	3.29	0.4
Pul	2021	03	14	16	2.0	962.7	73.8	0.0	1.0	NA	210	NA	0	312	 50	764	 64	416	743	 64	20	252	305	74	-2.2	17.3	3.39	0.3
Pul	2021	03	14	17	1.4	962.6	73.4	0.0	2.2	NA	288	NA	0	141	 41	547	 39	202	627	 39	20	253	300	74	-2.8	15.8	3.22	-0.3
Pul	2021	03	14	18	0.6	962.5	77.9	0.0	1.0	NA	291	NA	0	  3	  3	  0	  2	  2	  0	  2	20	253	294	74	-2.8	14.7	3.24	-0.8
Pul	2021	03	14	19	0.2	962.3	86.9	0.0	2.7	NA	288	NA	0	  0	  0	  0	  0	  0	  0	  0	20	257	291	77	-1.7	14.7	3.51	-0.6
Pul	2021	03	14	20	-0.2	962.2	86.7	0.0	2.9	NA	215	NA	0	  0	  0	  0	  0	  0	  0	  0	20	255	289	77	-2.1	13.3	3.40	-1.0
Pul	2021	03	14	21	-0.6	962.1	81.2	0.0	5.2	NA	225	NA	0	  0	  0	  0	  0	  0	  0	  0	20	251	288	76	-3.4	11.3	3.09	-1.7
Pul	2021	03	14	22	-1.0	961.9	81.7	0.0	2.4	NA	238	NA	0	  0	  0	  0	  0	  0	  0	  0	20	250	284	76	-3.7	10.0	3.02	-2.1
Pul	2021	03	14	23	-1.4	961.8	84.1	0.0	3.5	NA	210	NA	0	  0	  0	  0	  0	  0	  0	  0	20	250	284	76	-3.7	8.9	3.02	-2.3
Pul	2021	03	15	00	-1.1	961.7	78.8	0.0	1.3	NA	118	NA	0	  0	  0	  0	  0	  0	  0	  0	20	248	281	78	-4.3	7.9	2.88	-2.3
Pul	2021	03	15	01	-0.8	961.5	80.3	0.0	1.7	NA	168	NA	0	  0	  0	  0	  0	  0	  0	  0	20	251	284	79	-3.8	7.1	3.00	-1.9
Pul	2021	03	15	02	-0.6	961.4	84.8	0.0	3.9	NA	170	NA	0	  0	  0	  0	  0	  0	  0	  0	20	255	289	79	-2.8	6.6	3.23	-1.5
Pul	2021	03	15	03	-0.4	961.3	87.4	0.0	4.6	NA	140	NA	0	  0	  0	  0	  0	  0	  0	  0	20	258	292	79	-2.2	6.3	3.37	-1.2
Pul	2021	03	15	04	-0.3	961.1	84.1	0.0	1.9	NA	145	NA	0	  0	  0	  0	  0	  0	  0	  0	20	258	289	79	-2.6	5.5	3.28	-1.3
Pul	2021	03	15	05	-0.1	961.0	85.6	0.0	1.3	NA	70	NA	0	  0	  0	  0	  0	  0	  0	  0	20	260	289	81	-2.3	5.0	3.37	-1.0
Pul	2021	03	15	06	-0.1	960.9	83.1	0.0	0.4	NA	344	NA	0	  0	  0	  0	  0	  0	  0	  0	20	259	287	81	-2.6	4.7	3.27	-1.1
Pul	2021	03	15	07	0.6	960.7	73.8	0.0	0.3	NA	40	NA	0	 63	 36	243	348	 83	 24	 24	20	257	298	81	-3.5	4.9	3.07	-1.0
Pul	2021	03	15	08	2.0	960.6	65.7	0.0	0.4	NA	162	NA	0	218	 72	524	616	280	 59	 59	20	251	302	81	-3.7	5.9	3.02	-0.2
Pul	2021	03	15	09	3.4	960.5	53.4	0.0	1.5	NA	66	NA	4	337	155	427	518	386	100	100	20	247	303	80	-5.2	6.5	2.70	0.2
Pul	2021	03	15	10	4.1	960.3	48.9	0.0	1.5	NA	3	NA	8	320	257	116	244	262	128	128	20	253	304	77	-5.6	7.5	2.61	0.4
Pul	2021	03	15	11	4.8	960.2	47.0	0.0	0.7	NA	307	NA	8	356	288	109	207	290	142	142	20	255	308	80	-5.5	8.6	2.63	0.9
Pul	2021	03	15	12	5.7	960.1	43.8	0.0	0.5	NA	325	NA	6	494	302	293	186	509	159	159	20	249	313	83	-5.6	9.4	2.61	1.3
Pul	2021	03	15	13	6.4	960.0	43.2	0.0	4.6	NA	344	NA	5	521	250	422	147	588	267	147	20	250	313	71	-5.1	10.4	2.71	1.8
Pul	2021	03	15	14	6.9	960.0	39.9	0.0	2.7	NA	6	NA	4	484	203	482	129	558	414	129	20	248	315	77	-5.7	10.4	2.60	2.0
Pul	2021	03	15	15	7.1	960.0	43.9	0.0	2.7	NA	12	NA	5	371	195	364	115	393	439	115	20	256	316	81	-4.3	11.1	2.89	2.5
Pul	2021	03	15	16	7.1	960.0	45.0	0.0	3.2	NA	6	NA	3	298	126	497	 86	350	602	 86	20	253	315	72	-4.0	10.8	2.95	2.6
Pul	2021	03	15	17	6.4	960.0	46.4	0.0	2.7	NA	356	NA	3	 98	 69	155	 41	100	260	 41	20	264	314	72	-4.2	9.9	2.92	2.1
Pul	2021	03	15	18	5.6	960.0	52.7	0.0	3.2	NA	3	NA	4	  3	  3	  0	  1	  1	  0	  1	20	267	310	72	-3.2	9.3	3.13	2.0
Pul	2021	03	15	19	5.4	960.0	58.6	0.0	1.5	NA	30	NA	4	  0	  0	  0	  0	  0	  0	  0	20	271	306	73	-2.1	8.9	3.42	2.3
Pul	2021	03	15	20	5.1	959.9	57.0	0.0	4.3	NA	190	NA	4	  0	  0	  0	  0	  0	  0	  0	20	269	307	72	-2.7	7.7	3.26	1.9
Pul	2021	03	15	21	4.8	959.9	61.3	0.0	2.7	NA	154	NA	4	  0	  0	  0	  0	  0	  0	  0	20	271	307	72	-2.0	7.2	3.44	1.9
Pul	2021	03	15	22	4.6	959.9	62.3	0.0	1.0	NA	161	NA	5	  0	  0	  0	  0	  0	  0	  0	20	271	303	72	-2.0	6.2	3.44	1.9
Pul	2021	03	15	23	4.3	959.9	62.3	0.0	0.5	NA	243	NA	5	  0	  0	  0	  0	  0	  0	  0	20	270	301	72	-2.2	5.2	3.37	1.6
Pul	2021	03	16	00	3.9	959.9	63.2	0.0	2.4	NA	59	NA	5	  0	  0	  0	  0	  0	  0	  0	20	269	302	72	-2.5	4.5	3.32	1.3
Pul	2021	03	16	01	3.4	959.9	63.2	0.0	1.7	NA	56	NA	5	  0	  0	  0	  0	  0	  0	  0	20	267	299	72	-2.9	3.6	3.22	0.8
Pul	2021	03	16	02	3.0	959.9	66.7	0.0	3.9	NA	1	NA	5	  0	  0	  0	  0	  0	  0	  0	20	267	300	72	-2.6	3.0	3.29	0.7
Pul	2021	03	16	03	2.7	959.9	64.9	0.0	1.7	NA	162	NA	6	  0	  0	  0	  0	  0	  0	  0	20	265	295	72	-3.2	2.4	3.15	0.3
Pul	2021	03	16	04	2.5	959.8	67.6	0.0	0.7	NA	181	NA	6	  0	  0	  0	  0	  0	  0	  0	20	266	294	72	-2.9	2.1	3.22	0.3
Pul	2021	03	16	05	2.3	959.8	65.2	0.0	0.9	NA	171	NA	6	  0	  0	  0	  0	  0	  0	  0	20	264	293	71	-3.5	1.5	3.07	0.0
Pul	2021	03	16	06	2.3	959.8	67.3	0.0	0.3	NA	180	NA	6	  0	  0	  0	  0	  0	  0	  0	20	265	299	71	-3.1	1.7	3.17	0.1
Pul	2021	03	16	07	2.8	959.8	60.2	0.0	0.9	NA	30	NA	7	 52	 44	 70	141	 45	 25	 25	20	262	299	71	-4.2	2.1	2.92	0.1
Pul	2021	03	16	08	3.6	959.8	63.1	0.0	3.2	NA	32	NA	7	171	125	162	288	154	 68	 68	20	263	304	71	-2.7	4.1	3.25	1.0
Pul	2021	03	16	09	4.5	959.8	57.3	0.0	2.4	NA	164	NA	7	273	212	143	304	241	108	108	20	261	308	71	-3.2	5.6	3.14	1.4
Pul	2021	03	16	10	5.2	959.8	52.9	0.0	6.0	NA	162	NA	8	344	276	123	263	282	136	136	20	261	309	71	-3.5	6.6	3.06	1.6
Pul	2021	03	16	11	6.0	959.7	48.1	0.0	3.9	NA	32	NA	7	438	298	223	266	410	153	153	20	258	313	71	-4.1	7.6	2.94	1.9
Pul	2021	03	16	12	6.6	959.7	46.8	0.0	3.2	NA	26	NA	7	454	321	201	180	421	161	161	20	260	316	70	-3.9	8.6	2.97	2.3
Pul	2021	03	16	13	7.1	959.8	44.5	0.0	3.2	NA	116	NA	6	479	291	290	154	489	247	154	20	257	318	70	-4.1	9.2	2.93	2.5
Pul	2021	03	16	14	7.5	959.9	43.5	0.0	1.3	NA	221	NA	5	451	236	364	136	472	361	136	20	257	321	70	-4.1	9.5	2.94	2.8
Pul	2021	03	16	15	7.6	960.0	45.8	0.0	1.3	NA	191	NA	5	368	178	389	111	411	465	111	20	261	321	70	-3.3	9.8	3.12	3.1
Pul	2021	03	16	16	7.4	960.2	46.5	0.0	1.2	NA	154	NA	5	235	131	295	 79	244	407	 79	20	264	318	70	-3.3	9.2	3.13	3.0
Pul	2021	03	16	17	6.7	960.3	49.3	0.0	0.9	NA	162	NA	5	 90	 74	 87	 40	 77	178	 40	20	271	316	70	-3.1	8.3	3.16	2.6
Pul	2021	03	16	18	6.1	960.4	48.9	0.0	1.3	NA	142	NA	5	  2	  2	  0	  1	  1	  0	  1	20	267	310	73	-3.8	6.8	2.99	2.1
Pul	2021	03	16	19	5.8	960.5	53.7	0.0	2.4	NA	345	NA	5	  0	  0	  0	  0	  0	  0	  0	20	270	307	77	-2.8	6.3	3.22	2.2
Pul	2021	03	16	20	5.5	960.6	51.6	0.0	0.8	NA	40	NA	5	  0	  0	  0	  0	  0	  0	  0	20	266	302	76	-3.6	4.8	3.04	1.8
Pul	2021	03	16	21	5.2	960.7	53.5	0.0	0.4	NA	50	NA	5	  0	  0	  0	  0	  0	  0	  0	20	266	301	76	-3.4	3.7	3.09	1.7
Pul	2021	03	16	22	4.9	960.8	55.0	0.0	1.0	NA	26	NA	4	  0	  0	  0	  0	  0	  0	  0	20	266	302	79	-3.3	2.6	3.11	1.6
Pul	2021	03	16	23	4.7	960.9	54.2	0.0	1.7	NA	38	NA	4	  0	  0	  0	  0	  0	  0	  0	20	263	301	82	-3.8	1.3	3.00	1.3
Pul	2021	03	17	00	4.5	961.0	54.3	0.0	0.7	NA	7	NA	4	  0	  0	  0	  0	  0	  0	  0	24	262	298	82	-3.9	0.3	2.98	1.2
Pul	2021	03	17	01	4.3	961.1	59.9	0.0	0.3	NA	349	NA	4	  0	  0	  0	  0	  0	  0	  0	24	266	299	82	-2.7	-0.5	3.25	1.4
Pul	2021	03	17	02	4.2	961.2	60.9	0.0	0.5	NA	3	NA	4	  0	  0	  0	  0	  0	  0	  0	24	266	299	86	-2.6	-1.7	3.27	1.4
Pul	2021	03	17	03	4.1	961.3	61.0	0.0	0.2	NA	4	NA	4	  0	  0	  0	  0	  0	  0	  0	24	265	298	89	-2.7	-2.4	3.26	1.3
Pul	2021	03	17	04	4.0	961.4	58.3	0.0	0.1	NA	340	NA	4	  0	  0	  0	  0	  0	  0	  0	24	262	296	88	-3.4	-3.4	3.09	1.0
Pul	2021	03	17	05	4.0	961.5	62.5	0.0	0.0	NA	340	NA	4	  0	  0	  0	  0	  0	  0	  0	24	265	300	88	-2.5	-3.9	3.30	1.3
Pul	2021	03	17	06	4.0	961.6	65.6	0.0	0.0	NA	338	NA	3	  0	  0	  0	  0	  0	  0	  0	24	266	307	92	-1.9	-4.0	3.46	1.6
Pul	2021	03	17	07	4.7	961.7	61.8	0.0	0.1	NA	335	NA	3	 75	 39	297	409	 94	 29	 29	24	267	310	95	-2.0	-4.1	3.43	1.9
Pul	2021	03	17	08	5.8	961.8	62.5	0.0	0.6	NA	341	NA	3	213	 82	450	547	249	 60	 60	24	269	318	95	-0.8	-2.9	3.76	2.9
Pul	2021	03	17	09	7.1	962.0	58.7	0.0	1.0	NA	329	NA	3	352	130	505	555	404	 92	 92	24	269	325	95	-0.4	-2.5	3.85	3.8
Pul	2021	03	17	10	8.5	962.1	51.2	0.0	3.5	NA	4	NA	3	491	149	616	525	584	115	115	24	266	329	95	-0.9	-2.0	3.71	4.3
Pul	2021	03	17	11	9.6	962.2	47.7	0.0	1.0	NA	358	NA	4	539	221	502	346	608	140	140	24	269	337	95	-0.9	-1.8	3.73	4.9
Pul	2021	03	17	12	10.7	962.3	43.6	0.0	2.2	NA	356	NA	3	610	191	629	181	721	138	138	24	267	340	95	-1.2	-1.5	3.64	5.4
Pul	2021	03	17	13	11.3	962.0	42.5	0.0	3.5	NA	305	NA	4	554	237	484	146	622	279	146	24	271	339	89	-1.0	-0.4	3.70	5.7
Pul	2021	03	17	14	11.7	961.7	40.4	0.0	1.5	NA	349	NA	2	535	157	638	121	638	471	121	24	268	343	73	-1.3	0.0	3.62	5.8
Pul	2021	03	17	15	11.7	961.4	40.1	0.0	1.7	NA	343	NA	4	402	154	503	106	458	526	106	24	272	339	83	-1.3	0.3	3.61	5.8
Pul	2021	03	17	16	11.4	961.1	45.8	0.0	1.0	NA	339	NA	3	278	 98	506	 77	333	593	 77	24	278	339	77	0.1	0.8	4.02	6.2
Pul	2021	03	17	17	10.6	960.8	46.6	0.0	2.2	NA	324	NA	3	124	 60	332	 42	145	443	 42	24	281	334	77	-0.3	0.1	3.90	5.6
Pul	2021	03	17	18	9.6	960.5	53.3	0.0	0.9	NA	21	NA	3	  5	  5	  0	  3	  3	  0	  3	24	285	330	80	0.7	-0.4	4.18	5.4
Pul	2021	03	17	19	9.5	960.2	59.6	0.0	0.5	NA	347	NA	4	  0	  0	  0	  0	  0	  0	  0	24	292	325	80	2.0	0.8	4.61	5.9
Pul	2021	03	17	20	9.3	960.0	61.3	0.0	0.6	NA	65	NA	4	  0	  0	  0	  0	  0	  0	  0	24	294	326	83	2.2	2.0	4.68	5.9
Pul	2021	03	17	21	9.1	959.7	59.1	0.0	0.9	NA	8	NA	4	  0	  0	  0	  0	  0	  0	  0	24	293	325	83	1.5	2.7	4.46	5.5
Pul	2021	03	17	22	8.9	959.4	61.1	0.0	0.5	NA	7	NA	5	  0	  0	  0	  0	  0	  0	  0	24	295	324	83	1.8	3.9	4.55	5.5
Pul	2021	03	17	23	8.7	959.1	59.7	0.0	1.2	NA	354	NA	5	  0	  0	  0	  0	  0	  0	  0	24	295	325	86	1.3	4.7	4.39	5.2
Pul	2021	03	18	00	8.6	958.8	59.4	0.0	2.4	NA	62	NA	5	  0	  0	  0	  0	  0	  0	  0	22	295	326	86	1.1	5.1	4.33	5.1
Pul	2021	03	18	01	8.3	958.5	77.8	0.9	5.6	NA	342	NA	6	  0	  0	  0	  0	  0	  0	  0	22	311	335	86	4.6	6.0	5.58	6.4
Pul	2021	03	18	02	8.4	958.2	82.4	0.0	4.3	NA	4	NA	6	  0	  0	  0	  0	  0	  0	  0	22	316	337	90	5.5	7.0	5.95	6.9
Pul	2021	03	18	03	8.0	957.9	82.4	1.8	4.9	NA	49	NA	6	  0	  0	  0	  0	  0	  0	  0	22	316	336	90	5.2	7.4	5.79	6.5
Pul	2021	03	18	04	7.7	957.6	82.4	2.8	4.9	NA	30	NA	7	  0	  0	  0	  0	  0	  0	  0	22	316	335	90	4.9	7.8	5.69	6.3
Pul	2021	03	18	05	8.1	957.4	77.8	0.7	3.5	NA	37	NA	7	  0	  0	  0	  0	  0	  0	  0	22	317	335	93	4.5	8.9	5.53	6.3
Pul	2021	03	18	06	8.2	957.1	77.8	0.5	1.9	NA	35	NA	7	  0	  0	  0	  0	  0	  0	  0	22	319	339	93	4.6	8.8	5.56	6.3
Pul	2021	03	18	07	8.2	956.8	82.4	1.3	0.8	NA	349	NA	8	  8	  8	  0	  0	  4	  4	  4	22	324	341	96	5.3	9.1	5.87	6.7
Pul	2021	03	18	08	8.5	956.5	77.8	0.4	0.6	NA	341	NA	8	 22	 22	  0	  8	 11	 12	 12	22	322	341	96	4.9	10.6	5.68	6.6
Pul	2021	03	18	09	8.7	956.2	77.8	0.1	1.0	NA	336	NA	8	 37	 37	  0	 17	 18	 20	 20	22	323	342	96	5.1	11.8	5.78	6.8
